A44085201 파장화남2차
A48272302 해동마을신도브래뉴
A48203002 대방노블랜드
A48272303 해동마을한양수자인3차
A10024838 양주고읍 LH 13단지 아파트
A48208003 양주고읍휴먼시아8단지
A48208002 은빛마을유승한내들
A48208001 은빛마을한양수자인2단지
A48208005 고읍휴먼시아7단지
A48208004 고읍주공6단지
A48208006 양주고읍휴먼시아5단지
A48272604 양주자이2단지
A48272508 양주자이1단지
A48211001 양주TS푸른솔3차
A48211006 양주자이6단지
A48272707 양주자이3단지
A48272905 양주자이5단지
A48272809 양주자이4단지
A48273302 양주나래
A48273410 성우아파트아침의미소
A48273103 양주자이7단지
A48272103 양주TS푸른솔1차
A48272107 산내들마을휴먼시아(4단지)
A48272105 양주우남퍼스트빌
A48272101 TS 푸른솔2차아파트
A48202002 양주 고읍 현대
A48272104 산내들마을우미린아파트
A48272106 산내들마을한양수자인1블럭아파트
A48079903 양주서희스타힐스2단지
A48271005 덕정주공4단지(청담마을)
A48271106 덕정주공5단지
A48079902 양주서희스타힐스1단지
A48079901 덕정일성트루엘
A48270703 덕정주공1단지
A48206002 덕정융보
A10026389 덕정 명지아파트
A48283901 양주 율정마을 13단지
A48213001 세창리베하우스
A10026829 이편한세상 양주아파트
A10025844 GS건설제이드웰NHF
A10027239 옥정 센트럴파크 푸르지오 아파트
A10026259 e편한세상 옥정 에듀써밋
A10026075 양주옥정 리젠시빌란트
A10026963 LH양주옥정16단지
A10025028 양주 옥정 세영리첼레이크파크
A10025608 e편한세상 옥정 더퍼스트 아파트
A10026014 LH양주옥정3
A10025819 금호산업제이드웰NHF
A10026991 LH옥정8단지아파트
A10024848 e편한세상 옥정 메트로포레
A10024948 양주옥정태영더파크포레아파트
A48283902 율정마을7단지
A10024956 양주옥정계룡더파크포레아파트
A48273901 휴먼시아하늘빛마을
A48270804 양주덕정주공2단지
A48270808 덕정중흥S-클래스
A48271203 덕정주공3단지
A48270807 덕정주공8단지
A48270805 양주덕정6단지
A10024647 양주덕정행복아파트
A48270606 양주현대아파트
A48205011 양주금광1차아파트
A48270410 양주덕계신우
A48270102 덕계금용1차
A48270504 한주아파트
A48205007 양주금광2차포란재아파트
A48205008 현진에버빌2단지
A48270303 덕계삼희
A48271912 양주푸르지오
A48273713 범양마더빌
A48205009 양주현진에버빌1단지
A48270103 덕계신도브래뉴아파트
A48205005 윤중
A48217002 회정범양
A48217001 회정금용
A48293902 양주백석1단지
A48283301 백석세아2차
A48283309 대교산과내
A48283506 백석세아1차
A48283514 백석한승
A48283103 양주가야3차
A48283108 샘터마을태영
A48283113 백석가야5차
A48283115 양주동화2차초록
A48283111 동화1차장미
A48293901 동화6차옥시존
A48283107 양주가야2차아파트
A48283105 동화3차옥시존
A48293810 동화5차
A48283112 서광아침의빛아파트
A48283116 세아청솔
A48294203 양주성우헤스티아
A10026955 양주 벨라시티아파트
A48284102 희망아파트
A48284401 양주가납주공아파트
A48281201 양주송추푸른마을
A48291203 우남송추마을아파트
A48281202 양주푸른옥마을
A48780506 포천극동2차스타클래스
A48770704 한신
A48772202 백자
A48770307 유한
A48780505 포천극동1차스타클래스
A48770603 한국
A48770801 현대
A48771902 골든
A48771901 포천신읍휴먼시아1단지
A48770408 포천일신
A10024847 포천신읍코아루더스카이 1,2단지
A48772001 세창선단마을
A48782403 한국개나리
A48782301 원일산호2차
A48782308 전원우정
A48782304 포천영화아이닉스아파트
A48782101 추산마을주공5단지 
A48771402 송우리일신건영
A48782311 태봉마을주공3단지
A48782310 송천마을뜨란채2단지
A48782312 포천송우4
A48782306 포천2차 대방노블랜드
A48782305 원일산호1차
A10026393 원일산호3차아파트
A48782607 대방노블랜드1차
A48782709 상운아파트
A10026844 포천아이파크아파트
A10026582 포천 아이파크2차 
A10026181 포천행복주택 포애뜰아파트
A48791101 포미재
A48791103 산호기지그린빌
A48791104 윤중후레쉬빌
A48791102 신포천
A48785101 기산베스트빌
A46971915 여주동원아파트
A46970717 홍문현대
A46972008 상우1차
A46970606 하리현대아파트
A46980116 여주호반리젠시빌
A46980112 예일세띠앙
A46971407 삼성명가타운
A46980109 여주교리강남아파트
A46971711 한성
A46971605 두풍리치빌
A46972210 보광그랑베르아파트
A46971819 여주부영
A46980117 세종그랑시아
A46980202 정광휴레나
A46972114 영진리버빌아파트
A10025265 여주kcc스위첸
A46985513 여주현진에버빌
A46980120 여주신도브래뉴
A46980119 여주성일우리미
A46980122 오드카운티
A46985618 벽산
A46980118 이안여주강변
A46980123 e편한세상여주
A10024518 여주 아이파크 
A46988101 굿모닝타워아파트
A46988502 동남아파트
A46971001 가남현진에버빌1,2단지
A46988203 세광리치타운
A48680201 연천조흥
A48690303 전곡석미한아름
A48690304 전곡예일세띠앙
A48690302 석미모닝파크
A48286901 연천전곡1단지휴먼시아
A48690501 전곡명정
A10024746 전곡 석미모닝파크 3차 아파트
A10024976 코아루더클래스아파트
A47771105 가평읍내
A47780501 가평파란채
A47771102 가평읍내휴먼시아2단지
A47770201 가평우림필유
A47770202 선힐하이뷰아파트
A47785101 북한강코아루
A47781503 청평한일청구
A47781502 청평세양청마루
A47781501 청평경남아너스빌
A47781101 청평삼성쉐르빌
A10026405 이안지안스 청평
A47680204 양평그린2차
A47680203 그린1차아파트
A47680107 양평일신건영휴먼빌
A47680205 현대
A47680202 양평 에스케이뷰
A47680110 현대성우오스타코아루
A47680106 행복마을
A10027441 양평한신휴플러스
A47680109 양평벽산블루밍1단지
A47680108 벽산블루밍2단지
A47691102 양평현대성우2단지
A47691101 양평현대성우1단지
A47691103 양평현대성우3단지
A10027126 양평2차 휴먼빌아파트
A47682301 양수삼익
A10027276 용문코아루아파트
